nickname,ubbContent,capacity,time,pubtime,floor,type,pasterid,secret,signature,htmlContent,effect,content,nick,bmp,modifytime,uin,id
「静谧」,"[img,100,100]http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/032.gif[\/img]",5885,,2014/4/28 22:01,1193,0,,0,,\u003Ca href=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/032.gif\u0022 target=\u0022_blank\u0022>\u003Cimg src=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/032.gif\u0022 width=\u0022100\u0022 height=\u0022100\u0022  \/>\u003C\/a>\u003Cwbr  \/>,0,,,18d0958002008101,0,1403664641,1000050192
「静谧」,[em]e178[\/em],5952,,2014/4/28 22:01,1192,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e178.gif\u0022  \/>\u003Cwbr  \/>,0,,,18d0958002008101,0,1403664641,1000050191
太阳女神,早安,5961,,2014/4/28 6:45,1191,0,,0,,早安,4194304,,,98c595a00000e101,0,942083042,1000050190
257,啦啦啦，我要睡觉啦,5946,,2014/4/23 16:59,1190,0,,0,,啦啦啦，我要睡觉啦,0,,,18d08d800202e001,0,1371962871,1000050189
Fearless。,其实我想坐地铁[em]e105[\/em][em]e105[\/em],5913,,2014/4/20 12:48,1189,0,,0,,其实我想坐地铁\u003Cimg src=\u0022\/qzone\/em\/e105.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e105.gif\u0022  \/>\u003Cwbr  \/>,4194304,,, 8d495a40102c101,0,295765289,1000050188
Fearless。,求下午英语秒过，开开心心回寝室！,5921,,2014/4/20 12:48,1188,0,,0,,求下午英语秒过，开开心心回寝室！,4194304,,, 8d495a40102c101,0,295765289,1000050187
Fearless。,终于可以回家了！！！,5933,,2014/4/20 12:47,1187,0,,0,,终于可以回家了！！！,4194304,,, 8d495a40102c101,0,295765289,1000050186
太阳女神,[em]e113[\/em][em]e113[\/em][em]e113[\/em],5926,,2014/4/18 19:18,1186,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,98c595a00000e101,0,942083042,1000050185
太阳女神,这个星期又回家了吗？,5863,1397827620,2014/4/18 19:18,1185,0,,0,,这个星期又回家了吗？,4194336,哦哦，在自考吧,太阳女神,98c595a00000e101,0,942083042,1000050184
太阳女神,傻逼,5961,,2014/4/18 19:17,1184,0,,0,,傻逼,4194304,,,98c595a00000e101,0,942083042,1000050183
简简单单,你真棒[em]e179[\/em]值得表扬。,5936,,2014/4/13 22:19,1183,0,,0,,你真棒\u003Cimg src=\u0022\/qzone\/em\/e179.gif\u0022  \/>\u003Cwbr  \/>值得表扬。,4194304,,,18d095a001028101,0,540686659,1000050182
红尘里的看戏人,悲催的妹子。我来看看你[em]e121[\/em],5924,,2014/4/8 10:19,1182,0,,0,,悲催的妹子。我来看看你\u003Cimg src=\u0022\/qzone\/em\/e121.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d105a00102c001,0,306064846,1000050181
Ymm,哎呀~shishi~,5958,,2014/4/7 20:16,1181,0,,0,,哎呀~shishi~,1024,,,58c4952000008001,0,765238191,1000050180
Ymm,我会说下了一天的雨？昨天下午就是差点冷死,5930,,2014/4/7 9:28,1180,0,,0,,我会说下了一天的雨？昨天下午就是差点冷死,1024,,,58c4952000008001,0,765238191,1000050179
Fearless。,必须的啊！不然怎么对得起你～,5925,,2014/4/5 22:47,1179,0,,0,,必须的啊！不然怎么对得起你～,4194304,,, 8d495a40102c101,0,295765289,1000050178
Fearless。,= =我明天坐电脑旁收一天，把你的菜鱼动物通通偷掉,5906,,2014/4/5 22:45,1178,0,,0,,=&nbsp;=我明天坐电脑旁收一天，把你的菜鱼动物通通偷掉,4194304,,, 8d495a40102c101,0,295765289,1000050177
Fearless。,好吧，看你明天怎么出去玩,5929,,2014/4/5 22:24,1177,0,,0,,好吧，看你明天怎么出去玩,4194304,,, 8d495a40102c101,0,295765289,1000050176
Fearless。,你这反应。。下很久很大了。。,5925,,2014/4/5 22:21,1176,0,,0,,你这反应。。下很久很大了。。,4194304,,, 8d495a40102c101,0,295765289,1000050175
Fearless。,[em]e328557[\/em]下雨了如何踏青。,5921,,2014/4/5 22:06,1175,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e328557.gif\u0022  \/>\u003Cwbr  \/>下雨了如何踏青。,4194304,,, 8d495a40102c101,0,295765289,1000050174
Fearless。,五点钟起来的时候头昏脑涨，想死的心都有了。,5911,,2014/4/5 22:05,1174,0,,0,,五点钟起来的时候头昏脑涨，想死的心都有了。,4194304,,, 8d495a40102c101,0,295765289,1000050173
Fearless。,别提了！睡了一天！,5935,,2014/4/5 22:05,1173,0,,0,,别提了！睡了一天！,4194304,,, 8d495a40102c101,0,295765289,1000050172
Fearless。,好意思说啊你，手机都可以不带，你真棒[em]e141[\/em],5904,,2014/4/5 22:03,1172,0,,0,,好意思说啊你，手机都可以不带，你真棒\u003Cimg src=\u0022\/qzone\/em\/e141.gif\u0022  \/>\u003Cwbr  \/>,4194304,,, 8d495a40102c101,0,295765289,1000050171
Fearless。,你知道我有多无聊么，看到你回，必须秒回啊。,5911,,2014/4/5 22:03,1171,0,,0,,你知道我有多无聊么，看到你回，必须秒回啊。,4194304,,, 8d495a40102c101,0,295765289,1000050170
Fearless。,饭可以不吃，觉可以不睡，但斯斯必须打。[em]e106[\/em],5902,,2014/4/5 22:02,1170,0,,0,,饭可以不吃，觉可以不睡，但斯斯必须打。\u003Cimg src=\u0022\/qzone\/em\/e106.gif\u0022  \/>\u003Cwbr  \/>,4194304,,, 8d495a40102c101,0,295765289,1000050169
何必在意再忆,呵呵,5957,,2014/4/5 20:55,1169,0,,0,,呵呵,4194304,,,18519da00200c201,0,1311292345,1000050168
何必在意再忆,[em]e102[\/em]来看看,5942,,2014/4/5 20:54,1168,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>来看看,4194304,,,18519da00200c201,0,1311292345,1000050167
唯心,亲爱的,5959,,2014/4/5 13:27,1167,0,,0,,亲爱的,0,,,18d495800202c101,0,1290912938,1000050166
Fearless。,昨天到家都不告诉我！,5933,,2014/4/5 9:43,1166,0,,0,,昨天到家都不告诉我！,4194304,,, 8d495a40102c101,0,295765289,1000050165
Fearless。,你今天有木有去扫墓？,5933,,2014/4/5 9:43,1165,0,,0,,你今天有木有去扫墓？,4194304,,, 8d495a40102c101,0,295765289,1000050164
Fearless。,哦多克,5947,,2014/4/5 9:43,1164,0,,0,,哦多克,4194304,,, 8d495a40102c101,0,295765289,1000050163
Fearless。,我八点多就醒来了,5937,,2014/4/5 9:43,1163,0,,0,,我八点多就醒来了,4194304,,, 8d495a40102c101,0,295765289,1000050162
李二二,[em]e141[\/em],5950,,2014/3/27 20:38,1162,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e141.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,d8c19da00002a201,0,457294784,1000050161
李二二,[em]e163[\/em],5950,,2014/3/27 20:38,1161,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,d8c19da00002a201,0,457294784,1000050160
Fearless。,晚安 么么哒,5942,,2014/3/26 23:03,1160,0,,0,,晚安&nbsp;么么哒,0,,, 8d495a40102c101,0,295765289,1000050159
Fearless。,终于赢了一盘,5941,,2014/3/26 23:03,1159,0,,0,,终于赢了一盘,0,,, 8d495a40102c101,0,295765289,1000050158
Fearless。,啦啦啦,5947,,2014/3/26 23:03,1158,0,,0,,啦啦啦,0,,, 8d495a40102c101,0,295765289,1000050157
别等时光非礼了梦想。,         来转个圈,5943,,2014/3/26 18:25,1157,0,,0,,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;来转个圈,0,,,18d195a10002e401,0,809209186,1000050156
Ymm,晚安思密达,5960,,2014/3/25 23:04,1156,0,,0,,晚安思密达,0,,,58c4952000008001,0,765238191,1000050155
温暖如初,我可以说，我到现在还木有睡吗！！！精神还特别好,5915,,2014/3/25 4:23,1155,0,,0,,我可以说，我到现在还木有睡吗！！！精神还特别好,4194304,,,18d195800000c101,0,694118107,1000050154
Fearless。,我也好无聊~,5942,,2014/3/24 20:52,1154,0,,0,,我也好无聊~,0,,, 8d495a40102c101,0,295765289,1000050153
Fearless。,[em]e105[\/em] [em]e105[\/em] 我哪里不关心你啦,5909,,2014/3/24 20:52,1153,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e105.gif\u0022  \/>\u003Cwbr  \/>&nbsp;\u003Cimg src=\u0022\/qzone\/em\/e105.gif\u0022  \/>\u003Cwbr  \/>&nbsp;我哪里不关心你啦,0,,, 8d495a40102c101,0,295765289,1000050152
温暖如初,该找男朋友啦,5854,1395669582,2014/3/24 20:35,1152,0,,0,,该找男朋友啦,32,我不急,梁斯斯,18d195800000c101,0,694118107,1000050151
温暖如初,"
起床啦啦",5951,,2014/3/24 20:35,1151,0,,0,,\u003Cbr  \/>起床啦啦,0,,,18d195800000c101,0,694118107,1000050150
温暖如初,睡觉啦啦,5953,,2014/3/24 20:35,1150,0,,0,,睡觉啦啦,0,,,18d195800000c101,0,694118107,1000050149
温暖如初,回家啦啦,5953,,2014/3/24 20:35,1149,0,,0,,回家啦啦,0,,,18d195800000c101,0,694118107,1000050148
Fearless。,幸好我们平安回来了~在雨下大之前。哈哈,5916,,2014/3/24 18:54,1148,0,,0,,幸好我们平安回来了~在雨下大之前。哈哈,0,,, 8d495a40102c101,0,295765289,1000050147
Fearless。,不过真的很开心！嘻嘻,5933,,2014/3/24 18:54,1147,0,,0,,不过真的很开心！嘻嘻,0,,, 8d495a40102c101,0,295765289,1000050146
Fearless。,今天真的好累啊啊啊啊,5933,,2014/3/24 18:54,1146,0,,0,,今天真的好累啊啊啊啊,0,,, 8d495a40102c101,0,295765289,1000050145
Fearless。,我要上床了，晚安 么么哒,5930,,2014/3/20 23:00,1145,0,,0,,我要上床了，晚安&nbsp;么么哒,0,,, 8d495a40102c101,0,295765289,1000050144
Fearless。,你为我们寝室做了一大壮举，不错不错！[em]e142[\/em] 表扬一下,5895,,2014/3/20 23:00,1144,0,,0,,你为我们寝室做了一大壮举，不错不错！\u003Cimg src=\u0022\/qzone\/em\/e142.gif\u0022  \/>\u003Cwbr  \/>&nbsp;表扬一下,0,,, 8d495a40102c101,0,295765289,1000050143
Ymm,你快点写作业吧 写完给我借鉴一下咯,5937,,2014/3/20 21:59,1143,0,,0,,你快点写作业吧&nbsp;写完给我借鉴一下咯,1024,,,58c4952000008001,0,765238191,1000050142
Ymm,好开心啊 我很相信你啊 么么哒哒,5940,,2014/3/20 21:58,1142,0,,0,,好开心啊&nbsp;我很相信你啊&nbsp;么么哒哒,1024,,,58c4952000008001,0,765238191,1000050141
Ymm,nice,5966,,2014/3/20 21:58,1141,0,,0,,nice,1024,,,58c4952000008001,0,765238191,1000050140
Ymm,斯斯 你好棒啊～,5955,,2014/3/20 21:58,1140,0,,0,,斯斯&nbsp;你好棒啊～,1024,,,58c4952000008001,0,765238191,1000050139
Fearless。,必须得叫我啊！不然会得颈椎病的！[em]e105[\/em],5908,,2014/3/20 20:40,1139,0,,0,,必须得叫我啊！不然会得颈椎病的！\u003Cimg src=\u0022\/qzone\/em\/e105.gif\u0022  \/>\u003Cwbr  \/>,0,,, 8d495a40102c101,0,295765289,1000050138
Fearless。,每天过来瞧一瞧~希望明天不要下雨啦,5920,,2014/3/20 20:40,1138,0,,0,,每天过来瞧一瞧~希望明天不要下雨啦,0,,, 8d495a40102c101,0,295765289,1000050137
Fearless。,争取把你搞到前三去~ 哈哈哈哈,5925,,2014/3/20 20:39,1137,0,,0,,争取把你搞到前三去~&nbsp;哈哈哈哈,0,,, 8d495a40102c101,0,295765289,1000050136
Fearless。,[em]e105[\/em] 不要讽刺我啦！,5925,,2014/3/20 20:39,1136,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e105.gif\u0022  \/>\u003Cwbr  \/>&nbsp;不要讽刺我啦！,0,,, 8d495a40102c101,0,295765289,1000050135
Fearless。,晚安，么么哒,5941,,2014/3/16 0:08,1135,0,,0,,晚安，么么哒,32,,, 8d495a40102c101,0,295765289,1000050134
Fearless。,哈哈，明天我要吃好多！,5931,,2014/3/16 0:08,1134,0,,0,,哈哈，明天我要吃好多！,0,,, 8d495a40102c101,0,295765289,1000050133
Fearless。,我昨天好像没来T T  我的亲密度~,5923,,2014/3/16 0:07,1133,0,,0,,我昨天好像没来T&nbsp;T&nbsp;&nbsp;我的亲密度~,0,,, 8d495a40102c101,0,295765289,1000050132
Fearless。,明天要出大太阳！！,5935,,2014/3/16 0:07,1132,0,,0,,明天要出大太阳！！,0,,, 8d495a40102c101,0,295765289,1000050131
Fearless。,啦啦啦 种太阳,5940,,2014/3/16 0:07,1131,0,,0,,啦啦啦&nbsp;种太阳,0,,, 8d495a40102c101,0,295765289,1000050130
Ymm,“女老汉”,5960,,2014/3/15 9:32,1130,0,,0,,“女老汉”,1024,,,58c4952000008001,0,765238191,1000050129
Ymm,-0-,5967,,2014/3/13 19:41,1129,0,,0,,-0-,0,,,58c4952000008001,0,765238191,1000050128
Fearless。,明天几个人去啊？,5937,,2014/3/13 9:03,1128,0,,0,,明天几个人去啊？,4194304,,, 8d495a40102c101,0,295765289,1000050127
Fearless。,今天天气好好啊～好开心,5931,,2014/3/13 9:03,1127,0,,0,,今天天气好好啊～好开心,4194304,,, 8d495a40102c101,0,295765289,1000050126
Fearless。,再见,5949,,2014/3/13 9:03,1126,0,,0,,再见,4194304,,, 8d495a40102c101,0,295765289,1000050125
Fearless。,你好,5949,,2014/3/13 9:02,1125,0,,0,,你好,4194304,,, 8d495a40102c101,0,295765289,1000050124
Ymm,你好朋友,5962,,2014/3/12 20:45,1124,0,,0,,你好朋友,0,,,58c4952000008001,0,765238191,1000050123
烟火的光芒,在这边好无聊[em]e105[\/em],5938,,2014/3/12 14:30,1123,0,,0,,在这边好无聊\u003Cimg src=\u0022\/qzone\/em\/e105.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d59d800200c201,0,1678414035,1000050122
烟火的光芒,想找你们玩[em]e150[\/em],5940,,2014/3/12 14:30,1122,0,,0,,想找你们玩\u003Cimg src=\u0022\/qzone\/em\/e150.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d59d800200c201,0,1678414035,1000050121
烟火的光芒,天气也硕得死，莫名的郁闷烦躁,5935,,2014/3/12 14:30,1121,0,,0,,天气也硕得死，莫名的郁闷烦躁,4194304,,,18d59d800200c201,0,1678414035,1000050120
烟火的光芒,最近心情一点都不好啊,5943,,2014/3/12 14:30,1120,0,,0,,最近心情一点都不好啊,4194304,,,18d59d800200c201,0,1678414035,1000050119
Fearless。,后天去吃好的~哈哈,5936,,2014/3/12 12:55,1119,0,,0,,后天去吃好的~哈哈,0,,, 8d495a40102c101,0,295765289,1000050118
Fearless。,啦啦啦,5947,,2014/3/12 12:55,1118,0,,0,,啦啦啦,0,,, 8d495a40102c101,0,295765289,1000050117
SI,在不,5965,,2014/3/12 12:54,1117,0,,0,,在不,0,,,8.80158E+14,0,1178082004,1000050116
梁斯斯,晚安,5961,,2014/3/11 23:40,1116,0,,0,,晚安,4194304,,,48d015a00000c001,0,1007645150,1000050115
Fearless。,"[img,100,100]http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/145.gif[\/img]哪里傻了！你嘲笑我！！",5851,,2014/3/10 19:45,1115,0,,0,,\u003Ca href=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/145.gif\u0022 target=\u0022_blank\u0022>\u003Cimg src=\u0022http:\/\/qzonestyle.gtimg.cn\/qzone\/em\/recommendedImages\/145.gif\u0022 width=\u0022100\u0022 height=\u0022100\u0022  \/>\u003C\/a>\u003Cwbr  \/>哪里傻了！你嘲笑我！！,0,,, 8d495a40102c101,0,295765289,1000050114
Fearless。,棒不棒,5947,,2014/3/10 19:44,1114,0,,0,,棒不棒,0,,, 8d495a40102c101,0,295765289,1000050113
Fearless。,星期五我们去吃好的[em]e124[\/em],5922,,2014/3/10 19:43,1113,0,,0,,星期五我们去吃好的\u003Cimg src=\u0022\/qzone\/em\/e124.gif\u0022  \/>\u003Cwbr  \/>,0,,, 8d495a40102c101,0,295765289,1000050112
Fearless。,[em]e176[\/em] 给你个小太阳温暖你,5921,,2014/3/10 19:43,1112,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e176.gif\u0022  \/>\u003Cwbr  \/>&nbsp;给你个小太阳温暖你,0,,, 8d495a40102c101,0,295765289,1000050111
Fearless。,[em]e200[\/em],5940,,2014/3/10 19:42,1111,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e200.gif\u0022  \/>\u003Cwbr  \/>,0,,, 8d495a40102c101,0,295765289,1000050110
Fearless。,我要天天关注你，我要进前三,5927,,2014/3/10 19:42,1110,0,,0,,我要天天关注你，我要进前三,0,,, 8d495a40102c101,0,295765289,1000050109
Ymm,我早就写完了 开玩笑,5951,,2014/3/4 23:03,1109,0,,0,,我早就写完了&nbsp;开玩笑,1024,,,58c4952000008001,0,765238191,1000050108
Fearless。,谁比我更乖？站出来！！！,5929,,2014/3/4 23:00,1108,0,,0,,谁比我更乖？站出来！！！,0,,, 8d495a40102c101,0,295765289,1000050107
Fearless。,咚咚咚,5947,,2014/3/4 23:00,1107,0,,0,,咚咚咚,0,,, 8d495a40102c101,0,295765289,1000050106
Fearless。,晓得为什么没出太阳不？ 就是因为你没唱种太阳！！！,5904,,2014/3/4 22:57,1106,0,,0,,晓得为什么没出太阳不？&nbsp;就是因为你没唱种太阳！！！,0,,, 8d495a40102c101,0,295765289,1000050105
ZHIZHI,无聊[em]e115[\/em],5915,1393943162,2014/3/4 0:00,1105,0,,0,,无聊\u003Cimg src=\u0022\/qzone\/em\/e115.gif\u0022  \/>\u003Cwbr  \/>,4194336,怎么就无聊呢,梁斯斯,8.85E+112,0,1277158716,1000050104
ZHIZHI,晚安[em]e175[\/em],5947,,2014/3/3 23:59,1104,0,,0,,晚安\u003Cimg src=\u0022\/qzone\/em\/e175.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,8.85E+112,0,1277158716,1000050103
ZHIZHI,嘿[em]e328513[\/em],5946,,2014/3/3 23:59,1103,0,,0,,嘿\u003Cimg src=\u0022\/qzone\/em\/e328513.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,8.85E+112,0,1277158716,1000050102
Ymm,renjiahaoxifannio,5953,,2014/3/2 13:21,1102,0,,0,,renjiahaoxifannio,1024,,,58c4952000008001,0,765238191,1000050101
257,爱你,5959,,2014/2/28 23:49,1101,0,,0,,爱你,0,,,18d08d800202e001,0,1371962871,1000050100
Ymm,shishi 我睡觉了啊,5953,,2014/2/28 23:41,1100,0,,0,,shishi&nbsp;我睡觉了啊,1024,,,58c4952000008001,0,765238191,1000050099
257,哈哈，我是神经,5949,,2014/2/28 23:38,1099,0,,0,,哈哈，我是神经,0,,,18d08d800202e001,0,1371962871,1000050098
何必在意再忆,[em]e113[\/em][em]e113[\/em][em]e113[\/em],5922,,2014/2/27 22:11,1098,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18519da00200c201,0,1311292345,1000050097
何必在意再忆,还好啊。你呢,5949,,2014/2/27 22:11,1097,0,,0,,还好啊。你呢,4194304,,,18519da00200c201,0,1311292345,1000050096
Ymm,听见你的声音真的好看,5950,,2014/2/27 20:36,1096,0,,0,,听见你的声音真的好看,0,,,58c4952000008001,0,765238191,1000050095
Ymm,哪里不知道 我这不是差的八九不离十了吗,5933,,2014/2/27 20:36,1095,0,,0,,哪里不知道&nbsp;我这不是差的八九不离十了吗,0,,,58c4952000008001,0,765238191,1000050094
Ymm,你就晓得我不知道了啊~~~~,5946,,2014/2/27 20:08,1094,0,,0,,你就晓得我不知道了啊~~~~,0,,,58c4952000008001,0,765238191,1000050093
Ymm,你想说的是明天断网了？,5948,,2014/2/27 20:07,1093,0,,0,,你想说的是明天断网了？,0,,,58c4952000008001,0,765238191,1000050092
[em]e328048[\/em]。,你是不是月底流量用不完呀。。。。,5881,1393502292,2014/2/27 9:53,1092,0,,0,,你是不是月底流量用不完呀。。。。,4194336,悄悄的告诉你今天我用的是无线,梁斯斯,18c095a00200e101,0,1369217858,1000050091
Ymm,唉哟~ 不要这样啦 斯斯~   思密达,5939,,2014/2/25 22:32,1091,0,,0,,唉哟~&nbsp;不要这样啦&nbsp;斯斯~&nbsp;&nbsp;&nbsp;思密达,0,,,58c4952000008001,0,765238191,1000050090
Ymm,还可以坚持到女寝门口就很好 NICE,5939,,2014/2/25 22:31,1090,0,,0,,还可以坚持到女寝门口就很好&nbsp;NICE,0,,,58c4952000008001,0,765238191,1000050089
Ymm,我也要旅游！,5958,,2014/2/25 22:23,1089,0,,0,,我也要旅游！,0,,,58c4952000008001,0,765238191,1000050088
Ymm,你背着我走路去西藏,5952,,2014/2/25 22:23,1088,0,,0,,你背着我走路去西藏,0,,,58c4952000008001,0,765238191,1000050087
Ymm,[em]e142[\/em] 没有错噢~,5947,,2014/2/25 22:23,1087,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e142.gif\u0022  \/>\u003Cwbr  \/>&nbsp;没有错噢~,0,,,58c4952000008001,0,765238191,1000050086
Ymm,你好讨厌了啦,5958,,2014/2/25 22:19,1086,0,,0,,你好讨厌了啦,0,,,58c4952000008001,0,765238191,1000050085
Ymm,煤老板 - -,5960,,2014/2/25 22:18,1085,0,,0,,煤老板&nbsp;-&nbsp;-,0,,,58c4952000008001,0,765238191,1000050084
Ymm,我把开心消消乐删掉了,5950,,2014/2/22 21:17,1084,0,,0,,我把开心消消乐删掉了,0,,,58c4952000008001,0,765238191,1000050083
Ymm,好的 爱你,5961,,2014/2/22 21:16,1083,0,,0,,好的&nbsp;爱你,0,,,58c4952000008001,0,765238191,1000050082
「静谧」,马年行大运,5955,,2014/2/4 22:54,1082,0,,0,,马年行大运,1024,,,18d0958002008101,0,1403664641,1000050081
「静谧」,让我们红尘作伴，活得潇潇洒洒，策马奔腾，共享人世繁华．．．．．．,5901,,2014/2/4 22:53,1081,0,,0,,让我们红尘作伴，活得潇潇洒洒，策马奔腾，共享人世繁华．．．．．．,1024,,,18d0958002008101,0,1403664641,1000050080
「静谧」,马上有对象，马上有钱，马上有一切啦啦啦啦,5925,,2014/2/4 22:50,1080,0,,0,,马上有对象，马上有钱，马上有一切啦啦啦啦,1024,,,18d0958002008101,0,1403664641,1000050079
「静谧」,新的一年，祝你马到成功,5943,,2014/2/4 22:48,1079,0,,0,,新的一年，祝你马到成功,1024,,,18d0958002008101,0,1403664641,1000050078
「静谧」,新年好呀新年好呀,5949,,2014/2/4 22:46,1078,0,,0,,新年好呀新年好呀,1024,,,18d0958002008101,0,1403664641,1000050077
Y.ashu,"新年快乐哟,亲",5920,1391265246,2014/2/1 22:22,1077,0,,0,,"新年快乐哟,亲",1056,同乐同乐哟，爱姐,梁斯斯,885495a00040e301,0,1428132410,1000050076
巴黎左岸 ,新年快乐,5956,,2014/1/31 0:20,1076,0,,0,,新年快乐,4194304,,,18d18de0020ec201,0,1373871956,1000050075
何必在意再忆,[em]e113[\/em][em]e113[\/em][em]e113[\/em],5922,,2014/1/30 19:56,1075,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18519da00200c201,0,1311292345,1000050074
何必在意再忆,新年快乐啊！姑娘,5909,1391083601,2014/1/30 19:55,1074,0,,0,,新年快乐啊！姑娘,4194336,哈哈，同乐同乐哟,梁斯斯,18519da00200c201,0,1311292345,1000050073
Ymm,除夕快乐,5959,,2014/1/30 18:21,1073,0,,0,,除夕快乐,0,,,58c4952000008001,0,765238191,1000050072
Fly,嘿嘿,5947,,2014/1/27 23:42,1072,0,,0,,嘿嘿,4194304,,,18519da00000c201,0,425620857,1000050071
